ID_PRODUTO,NOME_DO_PRODUTO,PRECO_PRODUTO,QTD_EM_ESTOQUE,QTD_PRODUTO_VENDIDO,PRODUTO_EM_PROMOCAO,QTD_DIAS_EM_PROMOCAO,DATA_COMPRA
730,Açúcar,5.5,380,89,NÃO,0,2023-08-12 13:56:28.032220
731,Farinha de Trigo,4.99,271,271,NÃO,0,2024-05-31 13:56:28.032220
732,Feijão,13.11,417,352,SIM,23,2024-07-21 13:56:28.032220
733,Óleo,11.42,65,31,SIM,23,2023-09-12 13:56:28.032220
734,Macarrão,14.06,482,473,SIM,22,2023-10-07 13:56:28.032220
735,Sal,18.73,423,200,SIM,21,2024-07-25 13:56:28.032220
736,Sal,11.58,247,168,SIM,26,2024-02-22 13:56:28.032220
737,Açúcar,12.46,155,77,NÃO,0,2023-08-15 13:56:28.032220
738,Café,3.61,46,27,SIM,21,2023-11-12 13:56:28.032220
739,Leite,14.92,422,241,SIM,25,2024-01-21 13:56:28.032220
740,Café,9.2,453,178,SIM,9,2024-04-18 13:56:28.032220
741,Leite,19.58,200,154,SIM,1,2024-05-03 13:56:28.032220
742,Café,16.82,147,99,NÃO,0,2024-08-07 13:56:28.032220
743,Macarrão,11.4,123,93,NÃO,0,2023-11-22 13:56:28.032220
744,Óleo,4.22,0,0,NÃO,0,2024-02-22 13:56:28.032220
745,Óleo,17.47,455,124,NÃO,0,2024-02-20 13:56:28.032220
746,Feijão,16.4,246,228,NÃO,0,2024-01-05 13:56:28.032220
747,Margarina,5.32,342,148,SIM,11,2023-10-10 13:56:28.032220
748,Óleo,7.32,127,75,NÃO,0,2024-07-31 13:56:28.032220
749,Óleo,16.28,190,125,NÃO,0,2024-06-16 13:56:28.032220
750,Farinha de Trigo,5.33,66,38,NÃO,0,2024-02-07 13:56:28.032220
751,Farinha de Trigo,18.52,3,2,SIM,11,2024-03-17 13:56:28.032220
752,Feijão,9.64,441,338,SIM,18,2023-10-31 13:56:28.032220
753,Margarina,3.57,408,181,NÃO,0,2024-02-24 13:56:28.032220
754,Açúcar,16.68,302,273,SIM,15,2024-04-19 13:56:28.032220
755,Farinha de Trigo,8.72,293,126,SIM,1,2024-02-14 13:56:28.032220
756,Açúcar,11.48,142,82,NÃO,0,2024-08-05 13:56:28.032220
757,Arroz,4.02,190,76,SIM,25,2024-03-20 13:56:28.032220
758,Farinha de Trigo,2.05,20,6,SIM,7,2023-12-23 13:56:28.032220
759,Macarrão,13.48,226,171,SIM,23,2024-05-17 13:56:28.032220
760,Margarina,11.27,312,312,NÃO,0,2023-10-11 13:56:28.032220
761,Feijão,12.68,116,47,NÃO,0,2023-12-28 13:56:28.032220
762,Arroz,16.29,436,350,NÃO,0,2023-12-14 13:56:28.032220
763,Margarina,13.64,301,125,SIM,18,2024-01-14 13:56:28.032220
764,Macarrão,5.15,499,248,NÃO,0,2024-05-21 13:56:28.032220
765,Margarina,8.49,141,132,SIM,19,2024-02-02 13:56:28.032220
766,Macarrão,18.31,483,111,SIM,15,2024-05-25 13:56:28.032220
767,Macarrão,15.86,459,75,SIM,8,2024-03-07 13:56:28.032220
768,Açúcar,12.02,400,191,NÃO,0,2023-12-12 13:56:28.032220
769,Café,6.6,38,25,NÃO,0,2024-05-31 13:56:28.032220
770,Arroz,7.44,392,241,NÃO,0,2023-11-04 13:56:28.032220
771,Margarina,15.18,354,208,NÃO,0,2023-10-30 13:56:28.032220
772,Leite,17.32,251,127,SIM,16,2024-02-10 13:56:28.032220
773,Arroz,14.09,332,231,NÃO,0,2023-11-13 13:56:28.032220
774,Café,16.57,206,0,SIM,27,2023-08-13 13:56:28.032220
775,Arroz,15.8,209,65,NÃO,0,2024-04-02 13:56:28.032220
776,Óleo,4.69,114,54,NÃO,0,2024-02-12 13:56:28.032220
777,Leite,9.63,224,151,NÃO,0,2024-01-19 13:56:28.032220
778,Café,4.75,133,116,SIM,21,2024-07-27 13:56:28.032220
779,Açúcar,6.23,250,69,SIM,13,2024-03-05 13:56:28.032220
780,Margarina,17.65,218,188,SIM,25,2024-06-20 13:56:28.032220
781,Sal,10.51,406,157,SIM,21,2023-09-29 13:56:28.032220
782,Café,11.64,442,206,SIM,26,2024-03-04 13:56:28.032220
783,Feijão,5.21,90,58,NÃO,0,2024-06-21 13:56:28.032220
784,Margarina,7.62,353,158,SIM,16,2024-03-09 13:56:28.032220
785,Café,6.14,375,291,SIM,13,2024-04-28 13:56:28.032220
786,Óleo,5.71,45,17,SIM,13,2023-12-23 13:56:28.032220
787,Sal,13.48,37,14,SIM,17,2023-09-12 13:56:28.032220
788,Óleo,6.62,141,107,NÃO,0,2024-01-24 13:56:28.032220
789,Sal,13.38,99,30,SIM,20,2023-12-31 13:56:28.032220
790,Feijão,3.05,327,183,NÃO,0,2024-06-21 13:56:28.032220
791,Margarina,4.55,189,16,NÃO,0,2023-11-07 13:56:28.032220
792,Açúcar,6.94,34,32,NÃO,0,2024-07-27 13:56:28.032220
793,Óleo,12.75,146,117,SIM,28,2024-07-24 13:56:28.032220
794,Óleo,14.17,29,29,NÃO,0,2023-11-08 13:56:28.032220
795,Macarrão,9.97,333,277,SIM,28,2023-12-15 13:56:28.032220
796,Sal,10.02,83,18,SIM,9,2024-07-01 13:56:28.032220
797,Farinha de Trigo,15.04,368,245,SIM,2,2024-07-27 13:56:28.032220
798,Margarina,2.28,280,75,SIM,25,2024-01-18 13:56:28.032220
799,Sal,8.14,423,378,SIM,26,2023-12-05 13:56:28.032220
800,Macarrão,16.74,343,77,NÃO,0,2024-02-18 13:56:28.032220
801,Arroz,12.86,269,57,NÃO,0,2024-04-17 13:56:28.032220
802,Sal,8.07,153,14,SIM,6,2023-11-17 13:56:28.032220
803,Açúcar,18.3,101,38,NÃO,0,2024-05-04 13:56:28.032220
804,Margarina,15.91,214,70,SIM,25,2023-08-28 13:56:28.032220
805,Macarrão,6.77,149,27,NÃO,0,2023-08-27 13:56:28.032220
806,Arroz,13.62,431,429,NÃO,0,2023-12-28 13:56:28.032220
807,Leite,12.72,82,51,NÃO,0,2023-12-17 13:56:28.032220
808,Macarrão,9.22,109,65,NÃO,0,2023-12-03 13:56:28.032220
809,Leite,8.61,434,389,NÃO,0,2024-02-05 13:56:28.032220
810,Margarina,8.18,386,217,SIM,14,2023-12-05 13:56:28.032220
811,Óleo,13.11,425,132,SIM,2,2023-10-19 13:56:28.032220
812,Macarrão,9.96,274,20,NÃO,0,2023-11-30 13:56:28.032220
813,Feijão,16.97,200,59,SIM,3,2024-07-30 13:56:28.032220
814,Leite,14.05,283,248,NÃO,0,2024-01-07 13:56:28.032220
815,Açúcar,3.26,467,86,SIM,21,2024-01-19 13:56:28.032220
816,Feijão,13.52,172,101,NÃO,0,2024-03-07 13:56:28.032220
817,Café,6.88,326,247,NÃO,0,2024-08-02 13:56:28.032220
818,Café,12.67,205,117,NÃO,0,2023-11-06 13:56:28.032220
819,Arroz,14.24,62,37,SIM,19,2024-04-14 13:56:28.032220
820,Óleo,6.15,72,47,SIM,18,2024-04-27 13:56:28.032220
821,Margarina,10.22,250,148,NÃO,0,2024-03-18 13:56:28.032220
822,Macarrão,5.43,123,110,NÃO,0,2023-09-11 13:56:28.032220
823,Farinha de Trigo,2.94,374,89,SIM,29,2024-04-13 13:56:28.032220
824,Açúcar,8.81,120,67,SIM,24,2023-09-02 13:56:28.032220
825,Leite,8.53,274,12,SIM,13,2024-03-14 13:56:28.032220
826,Margarina,19.92,430,0,SIM,3,2024-05-05 13:56:28.032220
827,Feijão,10.03,499,239,SIM,30,2023-10-26 13:56:28.032220
828,Café,8.0,397,252,NÃO,0,2024-06-12 13:56:28.032220
829,Açúcar,12.45,119,108,SIM,4,2023-08-21 13:56:28.032220
830,Farinha de Trigo,3.6,421,421,NÃO,0,2024-06-12 13:56:28.032220
831,Macarrão,19.31,436,361,NÃO,0,2024-01-25 13:56:28.032220
832,Arroz,13.43,316,215,SIM,17,2023-10-28 13:56:28.032220
833,Farinha de Trigo,15.59,163,88,SIM,28,2023-09-27 13:56:28.032220
834,Açúcar,5.07,423,49,NÃO,0,2024-07-22 13:56:28.032220
835,Farinha de Trigo,9.37,464,215,SIM,11,2023-09-05 13:56:28.032220
836,Açúcar,9.61,285,234,NÃO,0,2023-10-21 13:56:28.032220
837,Açúcar,16.79,264,191,SIM,25,2023-12-14 13:56:28.032220
838,Sal,2.02,319,56,SIM,16,2024-03-23 13:56:28.032220
839,Leite,7.42,160,104,SIM,2,2024-02-24 13:56:28.032220
840,Café,19.66,375,237,NÃO,0,2023-09-24 13:56:28.032220
841,Sal,10.55,307,180,SIM,19,2023-11-23 13:56:28.032220
842,Macarrão,8.89,88,43,NÃO,0,2023-11-05 13:56:28.032220
843,Sal,4.16,141,93,SIM,19,2023-10-26 13:56:28.032220
844,Óleo,19.53,202,136,NÃO,0,2024-01-07 13:56:28.032220
845,Óleo,2.36,308,104,SIM,16,2024-04-22 13:56:28.032220
846,Café,15.27,226,138,NÃO,0,2023-10-28 13:56:28.032220
847,Farinha de Trigo,15.83,488,220,NÃO,0,2023-12-21 13:56:28.032220
848,Leite,6.39,442,56,NÃO,0,2023-12-30 13:56:28.032220
849,Café,14.09,333,119,NÃO,0,2024-07-31 13:56:28.032220
850,Açúcar,3.67,221,24,NÃO,0,2024-07-23 13:56:28.032220
851,Feijão,6.63,40,29,NÃO,0,2024-05-28 13:56:28.032220
852,Leite,16.18,195,114,SIM,1,2023-11-06 13:56:28.032220
853,Leite,17.56,67,27,NÃO,0,2023-09-03 13:56:28.032220
854,Açúcar,12.95,475,406,NÃO,0,2023-12-03 13:56:28.032220
855,Açúcar,11.12,263,135,NÃO,0,2023-11-15 13:56:28.032220
856,Arroz,4.87,1,0,SIM,8,2024-02-10 13:56:28.032220
857,Café,3.14,360,140,SIM,23,2024-05-19 13:56:28.032220
858,Açúcar,4.12,124,112,SIM,18,2024-06-18 13:56:28.032220
859,Óleo,6.09,109,36,NÃO,0,2024-06-13 13:56:28.032220
860,Macarrão,8.15,85,48,SIM,25,2023-12-19 13:56:28.032220
861,Feijão,8.86,424,290,SIM,29,2024-04-16 13:56:28.032220
862,Café,8.23,119,77,NÃO,0,2023-12-02 13:56:28.032220
863,Margarina,6.3,126,126,NÃO,0,2023-09-01 13:56:28.032220
864,Óleo,11.18,254,52,SIM,21,2024-04-22 13:56:28.032220
865,Farinha de Trigo,16.86,182,42,NÃO,0,2023-08-13 13:56:28.032220
866,Açúcar,7.03,15,3,NÃO,0,2024-01-06 13:56:28.032220
867,Margarina,18.96,476,202,NÃO,0,2023-12-08 13:56:28.032220
868,Açúcar,17.72,61,47,NÃO,0,2024-04-19 13:56:28.032220
869,Leite,4.91,368,89,SIM,11,2024-05-15 13:56:28.032220
870,Óleo,16.15,431,335,NÃO,0,2023-11-28 13:56:28.032220
871,Leite,12.34,157,79,SIM,10,2024-06-01 13:56:28.032220
872,Arroz,12.2,267,59,SIM,10,2023-11-25 13:56:28.032220
873,Leite,9.04,34,2,SIM,30,2024-01-19 13:56:28.032220
874,Arroz,11.02,266,31,SIM,25,2024-05-01 13:56:28.032220
875,Arroz,9.15,63,21,NÃO,0,2024-04-18 13:56:28.032220
876,Margarina,11.72,493,225,NÃO,0,2024-08-04 13:56:28.032220
877,Açúcar,13.3,49,40,NÃO,0,2023-10-31 13:56:28.032220
878,Farinha de Trigo,14.14,468,327,SIM,24,2024-04-07 13:56:28.032220
879,Leite,11.58,254,73,SIM,20,2024-03-19 13:56:28.032220
880,Óleo,14.99,148,89,SIM,29,2024-07-09 13:56:28.032220
881,Arroz,4.54,324,295,NÃO,0,2023-10-06 13:56:28.032220
882,Açúcar,5.82,303,293,SIM,15,2024-05-10 13:56:28.032220
883,Feijão,16.74,275,115,NÃO,0,2024-03-04 13:56:28.032220
884,Café,7.81,356,263,NÃO,0,2023-11-18 13:56:28.032220
885,Margarina,2.41,450,381,NÃO,0,2024-01-30 13:56:28.032220
886,Farinha de Trigo,4.77,171,21,NÃO,0,2023-12-09 13:56:28.032220
887,Sal,6.03,416,154,SIM,9,2024-03-08 13:56:28.032220
888,Margarina,19.23,200,200,NÃO,0,2024-06-29 13:56:28.032220
889,Feijão,12.31,444,188,SIM,4,2024-03-04 13:56:28.032220
890,Café,18.79,392,0,NÃO,0,2024-03-27 13:56:28.032220
891,Feijão,12.35,323,151,SIM,16,2024-02-15 13:56:28.032220
892,Leite,10.63,34,26,SIM,15,2023-08-28 13:56:28.032220
893,Arroz,7.65,464,232,NÃO,0,2023-11-02 13:56:28.032220
894,Farinha de Trigo,12.91,481,326,NÃO,0,2024-02-05 13:56:28.032220
895,Macarrão,4.51,215,157,NÃO,0,2023-12-01 13:56:28.032220
896,Arroz,18.17,479,196,SIM,5,2023-10-15 13:56:28.032220
897,Macarrão,16.93,64,23,NÃO,0,2024-02-10 13:56:28.032220
898,Café,7.72,7,3,NÃO,0,2023-12-05 13:56:28.032220
899,Açúcar,19.15,300,163,SIM,20,2023-11-12 13:56:28.032220
900,Sal,16.85,342,175,NÃO,0,2024-01-26 13:56:28.032220
901,Óleo,13.99,430,225,SIM,18,2023-09-27 13:56:28.032220
902,Arroz,4.19,423,132,NÃO,0,2024-07-13 13:56:28.032220
903,Farinha de Trigo,10.61,331,227,SIM,2,2024-06-21 13:56:28.032220
904,Feijão,11.11,437,283,SIM,29,2024-04-24 13:56:28.032220
905,Farinha de Trigo,6.19,75,12,NÃO,0,2023-09-17 13:56:28.032220
906,Café,3.44,173,69,SIM,4,2024-05-19 13:56:28.032220
907,Macarrão,15.98,46,24,NÃO,0,2024-05-30 13:56:28.032220
908,Feijão,4.2,14,5,NÃO,0,2024-05-16 13:56:28.032220
909,Óleo,12.7,360,237,SIM,10,2023-09-20 13:56:28.032220
910,Óleo,18.86,146,70,NÃO,0,2024-04-01 13:56:28.032220
911,Arroz,17.77,25,13,SIM,9,2024-06-09 13:56:28.032220
912,Café,7.0,307,122,SIM,8,2024-03-07 13:56:28.032220
913,Açúcar,17.33,92,0,SIM,3,2024-04-01 13:56:28.032220
914,Café,2.01,405,0,SIM,16,2024-01-24 13:56:28.032220
915,Macarrão,2.32,231,149,SIM,14,2024-02-18 13:56:28.032220
916,Farinha de Trigo,12.85,20,11,SIM,9,2023-08-22 13:56:28.032220
917,Óleo,8.57,306,186,SIM,30,2024-03-30 13:56:28.032220
918,Farinha de Trigo,8.96,37,19,SIM,21,2023-09-08 13:56:28.032220
919,Farinha de Trigo,12.16,275,152,NÃO,0,2024-01-15 13:56:28.032220
920,Farinha de Trigo,5.45,156,115,NÃO,0,2023-11-24 13:56:28.032220
921,Óleo,5.81,178,108,SIM,5,2024-02-25 13:56:28.032220
922,Margarina,10.72,131,99,NÃO,0,2023-09-27 13:56:28.032220
923,Leite,15.58,310,168,NÃO,0,2024-04-18 13:56:28.032220
924,Macarrão,13.15,454,192,NÃO,0,2024-05-26 13:56:28.032220
925,Margarina,7.35,347,190,NÃO,0,2023-10-08 13:56:28.032220
926,Macarrão,9.75,27,7,NÃO,0,2023-09-17 13:56:28.032220
927,Feijão,5.07,259,104,NÃO,0,2023-10-02 13:56:28.032220
928,Café,3.34,405,220,SIM,12,2024-06-25 13:56:28.032220
929,Café,16.09,75,40,NÃO,0,2024-02-18 13:56:28.032220
930,Sal,6.78,428,202,NÃO,0,2024-01-27 13:56:28.032220
931,Café,5.2,66,10,NÃO,0,2023-09-17 13:56:28.032220
932,Óleo,14.45,341,224,NÃO,0,2024-04-03 13:56:28.032220
933,Açúcar,13.12,491,347,SIM,9,2024-06-21 13:56:28.032220
934,Arroz,13.4,193,175,SIM,20,2024-06-07 13:56:28.032220
935,Sal,6.12,471,287,SIM,7,2024-03-25 13:56:28.032220
936,Arroz,6.19,161,80,SIM,2,2023-09-06 13:56:28.032220
937,Macarrão,5.97,346,85,NÃO,0,2023-09-20 13:56:28.032220
938,Arroz,5.13,438,382,SIM,24,2023-08-27 13:56:28.032220
939,Arroz,13.8,360,202,SIM,28,2023-11-11 13:56:28.032220
940,Sal,17.26,256,140,SIM,23,2023-09-28 13:56:28.032220
941,Feijão,15.04,71,30,SIM,7,2023-11-12 13:56:28.032220
942,Farinha de Trigo,16.26,86,36,NÃO,0,2023-12-28 13:56:28.032220
943,Café,9.29,421,282,SIM,7,2024-07-19 13:56:28.032220
944,Café,13.77,261,63,NÃO,0,2024-03-19 13:56:28.032220
945,Óleo,8.38,213,193,SIM,23,2024-06-09 13:56:28.032220
946,Sal,11.46,152,129,NÃO,0,2024-04-25 13:56:28.032220
947,Óleo,10.67,209,86,NÃO,0,2023-09-20 13:56:28.032220
948,Açúcar,5.18,400,113,SIM,26,2024-05-04 13:56:28.032220
949,Açúcar,8.97,60,0,SIM,19,2023-11-18 13:56:28.032220
950,Óleo,19.35,267,49,SIM,5,2024-03-30 13:56:28.032220
951,Sal,6.47,261,178,SIM,23,2023-12-12 13:56:28.032220
952,Óleo,4.41,217,125,NÃO,0,2024-08-08 13:56:28.032220
953,Café,9.53,282,175,NÃO,0,2023-11-14 13:56:28.032220
954,Margarina,16.23,135,5,SIM,20,2023-11-19 13:56:28.032220
955,Leite,12.48,466,186,SIM,12,2024-07-14 13:56:28.032220
956,Arroz,14.26,379,319,NÃO,0,2023-08-18 13:56:28.032220
957,Leite,5.41,361,171,SIM,17,2024-04-20 13:56:28.032220
958,Sal,13.14,448,81,NÃO,0,2024-04-30 13:56:28.032220
959,Leite,7.82,440,207,SIM,2,2024-06-10 13:56:28.032220
960,Açúcar,17.02,92,28,NÃO,0,2024-07-30 13:56:28.032220
961,Macarrão,13.33,108,63,NÃO,0,2024-07-31 13:56:28.032220
962,Arroz,5.58,240,121,NÃO,0,2023-09-02 13:56:28.032220
963,Farinha de Trigo,3.16,354,225,NÃO,0,2024-06-04 13:56:28.032220
964,Sal,2.77,423,82,NÃO,0,2024-04-01 13:56:28.032220
965,Arroz,8.69,141,54,SIM,10,2024-04-02 13:56:28.032220
966,Leite,6.79,290,224,NÃO,0,2023-09-25 13:56:28.032220
967,Açúcar,13.63,431,69,SIM,6,2024-04-03 13:56:28.032220
968,Feijão,10.99,236,58,NÃO,0,2024-08-02 13:56:28.032220
969,Margarina,6.79,339,186,NÃO,0,2024-07-07 13:56:28.032220
970,Farinha de Trigo,4.69,311,177,SIM,3,2024-01-17 13:56:28.032220
971,Margarina,4.29,176,66,SIM,18,2023-08-24 13:56:28.032220
972,Arroz,17.56,140,60,SIM,11,2023-12-20 13:56:28.032220
973,Açúcar,6.38,188,119,SIM,22,2024-06-06 13:56:28.032220
974,Açúcar,13.73,485,345,NÃO,0,2024-04-22 13:56:28.032220
975,Leite,16.59,48,11,SIM,5,2024-01-24 13:56:28.032220
976,Café,13.05,301,177,NÃO,0,2023-08-30 13:56:28.032220
977,Leite,17.47,368,323,SIM,22,2024-01-12 13:56:28.032220
978,Café,9.06,189,89,SIM,27,2024-01-28 13:56:28.032220
979,Café,19.21,135,31,NÃO,0,2024-07-13 13:56:28.032220
980,Farinha de Trigo,4.4,42,9,NÃO,0,2024-03-30 13:56:28.032220
981,Leite,3.84,403,185,SIM,30,2023-12-01 13:56:28.032220
982,Feijão,13.86,379,287,NÃO,0,2024-02-17 13:56:28.032220
983,Óleo,18.97,352,172,NÃO,0,2023-09-03 13:56:28.032220
984,Óleo,16.56,89,48,NÃO,0,2024-07-29 13:56:28.032220
985,Leite,3.38,294,73,NÃO,0,2023-12-19 13:56:28.032220
986,Leite,7.03,340,253,NÃO,0,2024-01-31 13:56:28.032220
987,Margarina,18.75,244,52,NÃO,0,2023-12-17 13:56:28.032220
988,Farinha de Trigo,6.56,432,161,NÃO,0,2024-04-15 13:56:28.032220
989,Leite,16.06,191,125,NÃO,0,2024-04-07 13:56:28.032220
990,Margarina,16.85,317,0,SIM,12,2024-04-27 13:56:28.032220
991,Café,10.92,105,57,NÃO,0,2023-11-15 13:56:28.032220
992,Açúcar,8.95,362,86,SIM,3,2023-12-03 13:56:28.032220
993,Açúcar,10.1,309,155,NÃO,0,2023-09-24 13:56:28.032220
994,Café,6.09,381,156,NÃO,0,2024-04-05 13:56:28.032220
995,Sal,18.01,232,232,NÃO,0,2023-08-24 13:56:28.032220
996,Margarina,10.11,264,106,NÃO,0,2024-03-15 13:56:28.032220
997,Margarina,17.88,343,329,SIM,6,2024-06-22 13:56:28.032220
998,Café,3.9,36,23,SIM,4,2024-06-30 13:56:28.032220
999,Feijão,19.79,304,91,NÃO,0,2024-01-20 13:56:28.032220
1000,Macarrão,9.98,40,23,SIM,30,2024-01-24 13:56:28.032220
